user_id,age_tier,subscription_type,movie_title,release_year,genre_tags,watch_duration_mins,user_rating_100,review_snippet
1479,35-49,Basic,Gladiator,2016,Action| Thriller; explosion-heavy,102,59,Fairly average film.
273,18-24,Basic,Hereditary,2016,"Horror; terrifying, suspense",111,71,"Not genuinely scary at all, bits of it were just appalling"
1523,50+,Premium,Whiplash,2016,"Drama ; emotional, critically-acclaimed",108,47,"It was alright, nothing special."
2009,35-49,Premium,Step Brothers,2024,"Comedy, lighthearted | family",106,70,"Not bad, but wouldn't watch it twice."
2281,35-49,Basic,La La Land,2022,Romance; romantic-comedy|,86,51,"Not bad, but wouldn't watch it twice."
1199,18-24,Basic,Jurassic Park,2018,"SciFi| futuristic, space ",145,46,"Not bad, but wouldn't watch it twice."
2438,25-34,Standard,Parasite,2018,"Drama ; emotional, critically-acclaimed",99,43,"Not bad, but wouldn't watch it twice."
1581,35-49,Standard,Ex Machina,2021,"SciFi| futuristic, space ",79,65,Fairly average film.
824,35-49,Basic,Nomadland,2023,"Drama ; emotional, critically-acclaimed",92,82,"Really smashing film, highly recommend giving it a watch."
2157,25-34,Premium,Die Hard,2022,Action| Thriller; explosion-heavy,115,81,Thought it was spot-on overall.
1407,18-24,Basic,Jiro Dreams of Sushi,2015,"Documentary| real-world, informative",120,67,"It was alright, nothing special."
1682,35-49,Standard,Alien,2017,"Horror; terrifying, suspense",104,66,"Not genuinely scary at all, bits of it were just abysmal"
2376,50+,Standard,The Godfather,2020,"Drama ; emotional, critically-acclaimed",102,76,Thought it was fantastic overall.
2158,50+,Basic,The Grand Budapest Hotel,2022,"Comedy, lighthearted | family",86,64,"Not bad, but wouldn't watch it twice."
2149,35-49,Standard,Schindler's List,2011,"Drama ; emotional, critically-acclaimed",131,58,"It was alright, nothing special."
1730,25-34,Basic,Little Women,2014,"Drama ; emotional, critically-acclaimed",117,67,"Not bad, but wouldn't watch it twice."
1022,25-34,Standard,The Grand Budapest Hotel,2022,"Comedy, lighthearted | family",77,70,Fairly average film.
655,25-34,Standard,The Act of Killing,2024,"Documentary| real-world, informative",82,64,"Not bad, but wouldn't watch it twice."
1079,35-49,Standard,Gladiator,2016,Action| Thriller; explosion-heavy,137,83,Absolutely lovely performance from the lead.
2272,35-49,Premium,The Social Network,2017,"Drama ; emotional, critically-acclaimed",154,70,Fairly average film.
1868,35-49,Basic,Superbad,2011,"Comedy, lighthearted | family",66,84,Thought it was cracking overall.
1216,25-34,Standard,The Matrix,2021,"SciFi| futuristic, space ",122,69,"Not bad, but wouldn't watch it twice."
924,35-49,Premium,The Matrix,2021,"SciFi| futuristic, space ",126,57,"It was alright, nothing special."
1640,35-49,Standard,Forrest Gump,2011,"Drama ; emotional, critically-acclaimed",134,79,Absolutely spot-on performance from the lead.
815,35-49,Standard,Die Hard,2022,Action| Thriller; explosion-heavy,117,64,Fairly average film.
1716,25-34,Standard,The Matrix,2021,"SciFi| futuristic, space ",112,79,Thought it was cracking overall.
691,35-49,Standard,Arrival,2019,"SciFi| futuristic, space ",109,60,Fairly average film.
401,35-49,Basic,Step Brothers,2024,"Comedy, lighthearted | family",83,73,"Really marvellous film, highly recommend giving it a watch."
18,35-49,Standard,Spirited Away,2022,"Animation, kids, family ",103,80,Thought it was lovely overall.
1881,25-34,Standard,Moonlight,2015,"Drama ; emotional, critically-acclaimed",87,60,"Not bad, but wouldn't watch it twice."
2089,35-49,Standard,Schindler's List,2011,"Drama ; emotional, critically-acclaimed",95,71,"Really smashing film, highly recommend giving it a watch."
799,25-34,Premium,The Social Network,2017,"Drama ; emotional, critically-acclaimed",127,74,"Really brilliant film, highly recommend giving it a watch."
463,18-24,Standard,Hot Fuzz,2025,"Comedy, lighthearted | family",77,66,Fairly average film.
954,18-24,Basic,A Quiet Place,2022,"Horror; terrifying, suspense",189,100,Properly terrifying jumping out of my seat.
2061,18-24,Standard,My Octopus Teacher,2017,"Documentary| real-world, informative",66,62,"It was alright, nothing special."
1417,50+,Basic,Avatar,2015,"SciFi| futuristic, space ",89,52,"It was alright, nothing special."
254,25-34,Basic,The Shawshank Redemption,2018,"Drama ; emotional, critically-acclaimed",117,67,"Not bad, but wouldn't watch it twice."
1767,18-24,Standard,The Dark Knight,2013,Action| Thriller; explosion-heavy,73,39,Honestly quite rubbish and a bit of a let-down.
2478,18-24,Premium,Spirited Away,2022,"Animation, kids, family ",184,80,"Really superb film, highly recommend giving it a watch."
489,25-34,Standard,Moonlight,2015,"Drama ; emotional, critically-acclaimed",59,61,Fairly average film.
30,35-49,Standard,Titanic,2012,Romance; romantic-comedy|,131,56,"It was alright, nothing special."
1527,25-34,Premium,Mean Girls,2016,"Comedy, lighthearted | family",128,64,Fairly average film.
2404,25-34,Standard,Titanic,2012,Romance; romantic-comedy|,140,43,Fairly average film.
681,35-49,Basic,Arrival,2019,"SciFi| futuristic, space ",111,91,"Really fantastic film, highly recommend giving it a watch."
1924,35-49,Standard,The Martian,2015,"SciFi| futuristic, space ",133,64,"It was alright, nothing special."
211,50+,Standard,The Martian,2015,"SciFi| futuristic, space ",89,69,Fairly average film.
1563,18-24,Standard,The Dark Knight,2013,Action| Thriller; explosion-heavy,79,84,Absolutely superb performance from the lead.
416,25-34,Premium,The Act of Killing,2024,"Documentary| real-world, informative",58,61,"Not bad, but wouldn't watch it twice."
6,35-49,Standard,Hot Fuzz,2025,"Comedy, lighthearted | family",95,72,"Really lovely film, highly recommend giving it a watch."
741,35-49,Standard,Terminator 2,2024,Action| Thriller; explosion-heavy,127,65,"Not bad, but wouldn't watch it twice."
364,25-34,Standard,Avatar,2015,"SciFi| futuristic, space ",181,100,"Really superb film, highly recommend giving it a watch."
1502,25-34,Basic,The Dark Knight,2013,Action| Thriller; explosion-heavy,112,73,Thought it was superb overall.
507,25-34,Basic,Spider-Man: Into the Spider-Verse,2015,"Animation, kids, family ",106,76,"Really fantastic film, highly recommend giving it a watch."
1330,35-49,Basic,Spider-Man: Into the Spider-Verse,2015,"Animation, kids, family ",88,93,Absolutely fantastic performance from the lead.
2100,25-34,Standard,Mad Max: Fury Road,2014,Action| Thriller; explosion-heavy,150,44,Fairly average film.
164,25-34,Premium,The Social Network,2017,"Drama ; emotional, critically-acclaimed",83,49,"It was alright, nothing special."
1221,50+,Basic,Anchorman,2016,"Comedy, lighthearted | family",88,58,Fairly average film.
1501,50+,Basic,Toy Story,2019,"Animation, kids, family ",115,78,Thought it was lovely overall.
480,35-49,Premium,Arrival,2019,"SciFi| futuristic, space ",108,75,Thought it was fantastic overall.
2352,18-24,Standard,Terminator 2,2024,Action| Thriller; explosion-heavy,177,91,Absolutely spot-on performance from the lead.
1966,35-49,Standard,The Act of Killing,2024,"Documentary| real-world, informative",109,68,"It was alright, nothing special."
1265,35-49,Basic,The Dark Knight,2013,Action| Thriller; explosion-heavy,87,58,Fairly average film.
1035,35-49,Premium,The Shawshank Redemption,2018,"Drama ; emotional, critically-acclaimed",103,66,"Not bad, but wouldn't watch it twice."
195,35-49,Standard,Jiro Dreams of Sushi,2015,"Documentary| real-world, informative",107,69,Fairly average film.
2087,18-24,Premium,Step Brothers,2024,"Comedy, lighthearted | family",135,78,"Really cracking film, highly recommend giving it a watch."
1581,35-49,Standard,A Quiet Place,2022,"Horror; terrifying, suspense",113,80,Properly terrifying jumping out of my seat.
1305,35-49,Standard,A Quiet Place,2022,"Horror; terrifying, suspense",105,80,This was absolutely frightening could not sleep!
1439,25-34,Basic,Get Out,2016,"Horror; terrifying, suspense",138,61,"Not genuinely scary at all, bits of it were just shocking"
1366,25-34,Standard,The Act of Killing,2024,"Documentary| real-world, informative",136,51,Fairly average film.
2110,18-24,Standard,Avatar,2015,"SciFi| futuristic, space ",106,87,Absolutely cracking performance from the lead.
1398,18-24,Standard,Knives Out,2025,"Comedy, lighthearted | family",68,68,"It was alright, nothing special."
1310,25-34,Premium,The Martian,2015,"SciFi| futuristic, space ",90,67,"Not bad, but wouldn't watch it twice."
1935,18-24,Standard,Gladiator,2016,Action| Thriller; explosion-heavy,111,86,Thought it was spot-on overall.
1201,18-24,Basic,The Grand Budapest Hotel,2022,"Comedy, lighthearted | family",143,64,"It was alright, nothing special."
1179,25-34,Premium,The Matrix,2021,"SciFi| futuristic, space ",100,49,"Not bad, but wouldn't watch it twice."
2419,35-49,Premium,Spirited Away,2022,"Animation, kids, family ",102,85,Absolutely fantastic performance from the lead.
2009,35-49,Premium,Whiplash,2016,"Drama ; emotional, critically-acclaimed",141,72,Thought it was superb overall.
2015,18-24,Basic,Knives Out,2025,"Comedy, lighthearted | family",10,82,Absolutely superb performance from the lead.
861,18-24,Premium,Forrest Gump,2011,"Drama ; emotional, critically-acclaimed",105,69,"It was alright, nothing special."
1514,50+,Premium,Shaun of the Dead,2014,"Comedy, lighthearted | family",89,61,"Not bad, but wouldn't watch it twice."
1443,50+,Basic,Jiro Dreams of Sushi,2015,"Documentary| real-world, informative",107,69,Fairly average film.
1662,50+,Premium,March of the Penguins,2010,"Documentary| real-world, informative",100,65,Fairly average film.
155,35-49,Premium,La La Land,2022,Romance; romantic-comedy|,82,71,Absolutely fantastic performance from the lead.
496,18-24,Standard,Dune,2015,"SciFi| futuristic, space ",140,68,Fairly average film.
329,35-49,Standard,Titanic,2012,Romance; romantic-comedy|,125,81,"Really fantastic film, highly recommend giving it a watch."
2387,25-34,Basic,Parasite,2018,"Drama ; emotional, critically-acclaimed",134,63,"It was alright, nothing special."
139,35-49,Standard,Gladiator,2016,Action| Thriller; explosion-heavy,105,79,"Really brilliant film, highly recommend giving it a watch."
1983,35-49,Premium,Alien,2017,"Horror; terrifying, suspense",49,88,"A chilling film, thoroughly gripping."
1836,35-49,Basic,Moonlight,2015,"Drama ; emotional, critically-acclaimed",108,61,"Not bad, but wouldn't watch it twice."
1637,25-34,Basic,Spirited Away,2022,"Animation, kids, family ",132,79,Thought it was marvellous overall.
2080,50+,Standard,My Octopus Teacher,2017,"Documentary| real-world, informative",107,56,Fairly average film.
2424,35-49,Basic,Ex Machina,2021,"SciFi| futuristic, space ",82,100,"Really superb film, highly recommend giving it a watch."
1819,25-34,Standard,March of the Penguins,2010,"Documentary| real-world, informative",88,58,Fairly average film.
2240,25-34,Standard,Little Women,2014,"Drama ; emotional, critically-acclaimed",81,87,"Really brilliant film, highly recommend giving it a watch."
2207,25-34,Standard,Die Hard,2022,Action| Thriller; explosion-heavy,105,73,Absolutely lovely performance from the lead.
570,35-49,Standard,Free Solo,2023,"Documentary| real-world, informative",131,75,Thought it was fantastic overall.
756,35-49,Basic,Jiro Dreams of Sushi,2015,"Documentary| real-world, informative",84,81,Thought it was brilliant overall.
1552,25-34,Standard,Toy Story,2019,"Animation, kids, family ",84,67,"Not bad, but wouldn't watch it twice."
93,50+,Standard,March of the Penguins,2010,"Documentary| real-world, informative",97,60,"It was alright, nothing special."
2373,35-49,Basic,March of the Penguins,2010,"Documentary| real-world, informative",90,62,Fairly average film.
1387,35-49,Basic,Gladiator,2016,Action| Thriller; explosion-heavy,113,85,Thought it was smashing overall.
2207,25-34,Standard,A Quiet Place,2022,"Horror; terrifying, suspense",128,64,"Not genuinely scary at all, bits of it were just appalling"
2044,50+,Basic,The Act of Killing,2024,"Documentary| real-world, informative",86,76,Thought it was marvellous overall.
1808,25-34,Basic,Get Out,2016,"Horror; terrifying, suspense",144,83,Properly scary jumping out of my seat.
63,18-24,Premium,Die Hard,2022,Action| Thriller; explosion-heavy,117,88,"Really cracking film, highly recommend giving it a watch."
13,18-24,Standard,Bridesmaids,2017,"Comedy, lighthearted | family",100,48,"It was alright, nothing special."
2408,25-34,Basic,A Quiet Place,2022,"Horror; terrifying, suspense",119,63,"Not genuinely scary at all, bits of it were just appalling"
2082,35-49,Basic,The Shawshank Redemption,2018,"Drama ; emotional, critically-acclaimed",130,77,Thought it was spot-on overall.
28,35-49,Premium,Jurassic Park,2018,"SciFi| futuristic, space ",126,96,Absolutely superb performance from the lead.
1335,50+,Standard,Get Out,2016,"Horror; terrifying, suspense",111,59,"Not genuinely scary at all, bits of it were just shocking"
501,50+,Standard,Inception,2017,"SciFi| futuristic, space ",98,86,Thought it was fantastic overall.
2497,35-49,Standard,Step Brothers,2024,"Comedy, lighthearted | family",93,78,"Really brilliant film, highly recommend giving it a watch."
161,35-49,Premium,Gladiator,2016,Action| Thriller; explosion-heavy,164,74,Thought it was spot-on overall.
588,50+,Basic,Moonlight,2015,"Drama ; emotional, critically-acclaimed",102,84,"Really fantastic film, highly recommend giving it a watch."
932,50+,Basic,Knives Out,2025,"Comedy, lighthearted | family",94,82,"Really superb film, highly recommend giving it a watch."
1986,18-24,Standard,Hot Fuzz,2025,"Comedy, lighthearted | family",161,47,"Not bad, but wouldn't watch it twice."
1703,35-49,Standard,Superbad,2011,"Comedy, lighthearted | family",157,62,"It was alright, nothing special."
1878,25-34,Standard,Superbad,2011,"Comedy, lighthearted | family",141,79,Absolutely superb performance from the lead.
2086,50+,Basic,Step Brothers,2024,"Comedy, lighthearted | family",101,87,"Really cracking film, highly recommend giving it a watch."
1800,25-34,Basic,A Quiet Place,2022,"Horror; terrifying, suspense",119,83,Properly scary jumping out of my seat.
2075,35-49,Basic,Nomadland,2023,"Drama ; emotional, critically-acclaimed",115,87,"Really marvellous film, highly recommend giving it a watch."
1636,25-34,Basic,Hot Fuzz,2025,"Comedy, lighthearted | family",110,63,Fairly average film.
18,35-49,Standard,Die Hard,2022,Action| Thriller; explosion-heavy,108,58,Fairly average film.
574,35-49,Basic,Free Solo,2023,"Documentary| real-world, informative",145,31,I thought the plot was poor to be fair.
2175,35-49,Standard,A Quiet Place,2022,"Horror; terrifying, suspense",123,60,"Not genuinely scary at all, bits of it were just poor"
295,18-24,Premium,March of the Penguins,2010,"Documentary| real-world, informative",121,65,"Not bad, but wouldn't watch it twice."
1312,35-49,Premium,The Shining,2010,"Horror; terrifying, suspense",122,98,Properly nightmare jumping out of my seat.
1265,35-49,Basic,Moonlight,2015,"Drama ; emotional, critically-acclaimed",114,52,"It was alright, nothing special."
1245,18-24,Standard,Knives Out,2025,"Comedy, lighthearted | family",149,91,Thought it was cracking overall.
1308,35-49,Basic,Ex Machina,2021,"SciFi| futuristic, space ",90,85,Thought it was fantastic overall.
1833,25-34,Standard,Blade Runner 2049,2012,"SciFi| futuristic, space ",151,55,"It was alright, nothing special."
1561,35-49,Basic,Toy Story,2019,"Animation, kids, family ",122,78,"Really fantastic film, highly recommend giving it a watch."
1245,18-24,Standard,Terminator 2,2024,Action| Thriller; explosion-heavy,174,42,"Not bad, but wouldn't watch it twice."
906,35-49,Standard,Blade Runner 2049,2012,"SciFi| futuristic, space ",61,95,Absolutely smashing performance from the lead.
2420,50+,Premium,Parasite,2018,"Drama ; emotional, critically-acclaimed",109,59,"Not bad, but wouldn't watch it twice."
1353,50+,Basic,The Hangover,2016,"Comedy, lighthearted | family",89,78,"Really fantastic film, highly recommend giving it a watch."
1169,25-34,Standard,The Shining,2010,"Horror; terrifying, suspense",122,93,This was absolutely chilling could not sleep!
840,18-24,Premium,The Martian,2015,"SciFi| futuristic, space ",125,46,Fairly average film.
260,18-24,Premium,Forrest Gump,2011,"Drama ; emotional, critically-acclaimed",35,54,Fairly average film.
380,18-24,Premium,Knives Out,2025,"Comedy, lighthearted | family",168,68,Fairly average film.
452,35-49,Standard,Dune,2015,"SciFi| futuristic, space ",76,76,"Really marvellous film, highly recommend giving it a watch."
1527,25-34,Premium,Alien,2017,"Horror; terrifying, suspense",135,100,Properly scary jumping out of my seat.
1009,25-34,Basic,March of the Penguins,2010,"Documentary| real-world, informative",111,76,Absolutely superb performance from the lead.
360,18-24,Basic,Forrest Gump,2011,"Drama ; emotional, critically-acclaimed",214,83,Absolutely brilliant performance from the lead.
79,50+,Standard,Little Women,2014,"Drama ; emotional, critically-acclaimed",99,60,"Not bad, but wouldn't watch it twice."
388,18-24,Basic,The Godfather,2020,"Drama ; emotional, critically-acclaimed",27,80,Thought it was superb overall.
1049,25-34,Standard,The Martian,2015,"SciFi| futuristic, space ",119,56,"It was alright, nothing special."
181,35-49,Standard,Toy Story,2019,"Animation, kids, family ",132,89,"Really marvellous film, highly recommend giving it a watch."
209,25-34,Premium,Mean Girls,2016,"Comedy, lighthearted | family",71,58,"It was alright, nothing special."
2159,35-49,Basic,The Social Network,2017,"Drama ; emotional, critically-acclaimed",59,48,Fairly average film.
148,35-49,Basic,The Shining,2010,"Horror; terrifying, suspense",149,56,"Not genuinely scary at all, bits of it were just rubbish"
431,35-49,Premium,Jurassic Park,2018,"SciFi| futuristic, space ",124,51,"Not bad, but wouldn't watch it twice."
2384,35-49,Basic,Ex Machina,2021,"SciFi| futuristic, space ",95,54,"It was alright, nothing special."
818,25-34,Basic,The Social Network,2017,"Drama ; emotional, critically-acclaimed",106,45,"Not bad, but wouldn't watch it twice."
1116,25-34,Premium,The Hangover,2016,"Comedy, lighthearted | family",91,82,"Really brilliant film, highly recommend giving it a watch."
359,35-49,Standard,Superbad,2011,"Comedy, lighthearted | family",79,60,"It was alright, nothing special."
2165,25-34,Basic,Superbad,2011,"Comedy, lighthearted | family",64,90,Absolutely spot-on performance from the lead.
1932,35-49,Standard,The Martian,2015,"SciFi| futuristic, space ",167,72,Absolutely brilliant performance from the lead.
1288,25-34,Premium,Titanic,2012,Romance; romantic-comedy|,103,79,Thought it was marvellous overall.
2146,25-34,Standard,Dune,2015,"SciFi| futuristic, space ",114,59,Fairly average film.
1646,25-34,Basic,My Octopus Teacher,2017,"Documentary| real-world, informative",123,43,"It was alright, nothing special."
374,25-34,Premium,Hot Fuzz,2025,"Comedy, lighthearted | family",110,44,"Not bad, but wouldn't watch it twice."
455,35-49,Premium,The Godfather,2020,"Drama ; emotional, critically-acclaimed",115,50,"It was alright, nothing special."
1472,50+,Premium,The Hangover,2016,"Comedy, lighthearted | family",92,72,"Really superb film, highly recommend giving it a watch."
1267,18-24,Basic,Little Women,2014,"Drama ; emotional, critically-acclaimed",123,68,"Not bad, but wouldn't watch it twice."
1244,18-24,Basic,Forrest Gump,2011,"Drama ; emotional, critically-acclaimed",196,74,Thought it was smashing overall.
83,18-24,Basic,Knives Out,2025,"Comedy, lighthearted | family",46,63,Fairly average film.
136,35-49,Standard,Whiplash,2016,"Drama ; emotional, critically-acclaimed",109,91,"Really fantastic film, highly recommend giving it a watch."
2404,25-34,Standard,Superbad,2011,"Comedy, lighthearted | family",120,91,Absolutely fantastic performance from the lead.
663,18-24,Standard,Schindler's List,2011,"Drama ; emotional, critically-acclaimed",46,52,Fairly average film.
1941,18-24,Standard,Interstellar,2020,"SciFi| futuristic, space ",71,58,"Not bad, but wouldn't watch it twice."
2260,25-34,Basic,Dune,2015,"SciFi| futuristic, space ",95,77,"Really marvellous film, highly recommend giving it a watch."
503,18-24,Premium,Spirited Away,2022,"Animation, kids, family ",163,96,"Really cracking film, highly recommend giving it a watch."
1750,35-49,Basic,Jiro Dreams of Sushi,2015,"Documentary| real-world, informative",85,79,"Really smashing film, highly recommend giving it a watch."
852,18-24,Standard,Bridesmaids,2017,"Comedy, lighthearted | family",182,77,"Really superb film, highly recommend giving it a watch."
1651,18-24,Premium,The Shining,2010,"Horror; terrifying, suspense",94,88,Properly nightmare jumping out of my seat.
1696,35-49,Premium,The Martian,2015,"SciFi| futuristic, space ",113,56,Fairly average film.
2345,35-49,Basic,The Act of Killing,2024,"Documentary| real-world, informative",114,60,Fairly average film.
441,25-34,Premium,Hot Fuzz,2025,"Comedy, lighthearted | family",111,59,"Not bad, but wouldn't watch it twice."
11,50+,Basic,The Martian,2015,"SciFi| futuristic, space ",123,56,Fairly average film.
698,35-49,Premium,Ex Machina,2021,"SciFi| futuristic, space ",107,93,Thought it was lovely overall.
1647,35-49,Premium,Parasite,2018,"Drama ; emotional, critically-acclaimed",104,63,"Not bad, but wouldn't watch it twice."
295,18-24,Premium,The Matrix,2021,"SciFi| futuristic, space ",154,71,Absolutely superb performance from the lead.
8,35-49,Premium,Spirited Away,2022,"Animation, kids, family ",184,60,"It was alright, nothing special."
1088,50+,Standard,The Social Network,2017,"Drama ; emotional, critically-acclaimed",104,100,Absolutely smashing performance from the lead.
2489,18-24,Standard,Forrest Gump,2011,"Drama ; emotional, critically-acclaimed",54,57,"It was alright, nothing special."
1051,18-24,Basic,A Quiet Place,2022,"Horror; terrifying, suspense",102,100,"A scary film, thoroughly gripping."
1905,35-49,Basic,Hot Fuzz,2025,"Comedy, lighthearted | family",119,86,"Really superb film, highly recommend giving it a watch."
1100,18-24,Basic,Terminator 2,2024,Action| Thriller; explosion-heavy,125,81,Thought it was spot-on overall.
21,18-24,Standard,Avatar,2015,"SciFi| futuristic, space ",206,57,Fairly average film.
529,18-24,Standard,Spirited Away,2022,"Animation, kids, family ",169,79,Absolutely brilliant performance from the lead.
231,18-24,Standard,Blade Runner 2049,2012,"SciFi| futuristic, space ",127,51,"It was alright, nothing special."
1398,18-24,Standard,La La Land,2022,Romance; romantic-comedy|,95,71,Thought it was spot-on overall.
1001,35-49,Standard,Alien,2017,"Horror; terrifying, suspense",105,72,"Not genuinely scary at all, bits of it were just rubbish"
110,18-24,Basic,The Martian,2015,"SciFi| futuristic, space ",90,55,"It was alright, nothing special."
2184,35-49,Premium,Parasite,2018,"Drama ; emotional, critically-acclaimed",141,87,"Really cracking film, highly recommend giving it a watch."
105,35-49,Standard,La La Land,2022,Romance; romantic-comedy|,143,85,Thought it was superb overall.
1891,35-49,Basic,Schindler's List,2011,"Drama ; emotional, critically-acclaimed",115,59,"It was alright, nothing special."
45,50+,Standard,Schindler's List,2011,"Drama ; emotional, critically-acclaimed",104,76,Absolutely spot-on performance from the lead.
2124,35-49,Premium,Mean Girls,2016,"Comedy, lighthearted | family",110,65,Fairly average film.
2214,50+,Premium,La La Land,2022,Romance; romantic-comedy|,97,74,Absolutely cracking performance from the lead.
1451,35-49,Basic,The Social Network,2017,"Drama ; emotional, critically-acclaimed",156,84,Absolutely smashing performance from the lead.
2390,25-34,Standard,Get Out,2016,"Horror; terrifying, suspense",87,73,"Not genuinely scary at all, bits of it were just shocking"
1914,25-34,Basic,Jiro Dreams of Sushi,2015,"Documentary| real-world, informative",110,72,Absolutely cracking performance from the lead.
357,18-24,Standard,Hot Fuzz,2025,"Comedy, lighthearted | family",210,89,Thought it was spot-on overall.
2079,25-34,Basic,Die Hard,2022,Action| Thriller; explosion-heavy,74,67,"It was alright, nothing special."
2245,50+,Standard,Inception,2017,"SciFi| futuristic, space ",101,54,Fairly average film.
1183,50+,Standard,Dune,2015,"SciFi| futuristic, space ",85,59,"Not bad, but wouldn't watch it twice."
1547,25-34,Standard,Jiro Dreams of Sushi,2015,"Documentary| real-world, informative",106,70,"Not bad, but wouldn't watch it twice."
1063,35-49,Basic,Gladiator,2016,Action| Thriller; explosion-heavy,102,75,"Really fantastic film, highly recommend giving it a watch."
518,18-24,Standard,Hot Fuzz,2025,"Comedy, lighthearted | family",104,73,Absolutely lovely performance from the lead.
1166,25-34,Basic,Moonlight,2015,"Drama ; emotional, critically-acclaimed",107,59,"It was alright, nothing special."
1774,35-49,Standard,March of the Penguins,2010,"Documentary| real-world, informative",65,51,"Not bad, but wouldn't watch it twice."
2073,50+,Basic,March of the Penguins,2010,"Documentary| real-world, informative",107,50,"Not bad, but wouldn't watch it twice."
362,25-34,Standard,Titanic,2012,Romance; romantic-comedy|,79,57,"Not bad, but wouldn't watch it twice."
2493,35-49,Basic,Shaun of the Dead,2014,"Comedy, lighthearted | family",61,72,"Really cracking film, highly recommend giving it a watch."
626,35-49,Basic,Arrival,2019,"SciFi| futuristic, space ",90,77,"Really marvellous film, highly recommend giving it a watch."
2099,50+,Standard,Jiro Dreams of Sushi,2015,"Documentary| real-world, informative",90,77,Thought it was brilliant overall.
911,25-34,Basic,The Shining,2010,"Horror; terrifying, suspense",163,67,"Not genuinely scary at all, bits of it were just appalling"
712,35-49,Standard,The Social Network,2017,"Drama ; emotional, critically-acclaimed",111,98,Absolutely marvellous performance from the lead.
1599,18-24,Premium,Arrival,2019,"SciFi| futuristic, space ",123,71,Thought it was smashing overall.
1991,35-49,Standard,Arrival,2019,"SciFi| futuristic, space ",74,78,"Really superb film, highly recommend giving it a watch."
1665,50+,Basic,Die Hard,2022,Action| Thriller; explosion-heavy,91,50,"Not bad, but wouldn't watch it twice."
604,35-49,Standard,Parasite,2018,"Drama ; emotional, critically-acclaimed",138,85,Thought it was marvellous overall.
2176,35-49,Standard,The Social Network,2017,"Drama ; emotional, critically-acclaimed",134,90,Absolutely spot-on performance from the lead.
1758,35-49,Basic,My Octopus Teacher,2017,"Documentary| real-world, informative",68,76,Absolutely lovely performance from the lead.
2158,50+,Basic,Step Brothers,2024,"Comedy, lighthearted | family",100,66,"Not bad, but wouldn't watch it twice."
1470,50+,Standard,The Act of Killing,2024,"Documentary| real-world, informative",117,93,"Really lovely film, highly recommend giving it a watch."
1905,35-49,Basic,Whiplash,2016,"Drama ; emotional, critically-acclaimed",107,59,"Not bad, but wouldn't watch it twice."
1281,18-24,Standard,The Act of Killing,2024,"Documentary| real-world, informative",174,56,"It was alright, nothing special."
69,35-49,Standard,Mean Girls,2016,"Comedy, lighthearted | family",90,63,"It was alright, nothing special."
896,35-49,Basic,Whiplash,2016,"Drama ; emotional, critically-acclaimed",94,56,"It was alright, nothing special."
335,35-49,Basic,Spider-Man: Into the Spider-Verse,2015,"Animation, kids, family ",72,80,Absolutely fantastic performance from the lead.
2391,35-49,Premium,Free Solo,2023,"Documentary| real-world, informative",172,85,Absolutely cracking performance from the lead.
2227,35-49,Premium,The Dark Knight,2013,Action| Thriller; explosion-heavy,88,86,Thought it was superb overall.
1440,25-34,Basic,Alien,2017,"Horror; terrifying, suspense",124,62,"Not genuinely scary at all, bits of it were just abysmal"
1466,35-49,Standard,Arrival,2019,"SciFi| futuristic, space ",116,73,"Really spot-on film, highly recommend giving it a watch."
2424,35-49,Basic,Arrival,2019,"SciFi| futuristic, space ",57,66,Fairly average film.
2160,50+,Standard,A Quiet Place,2022,"Horror; terrifying, suspense",91,84,Properly chilling jumping out of my seat.
119,35-49,Standard,Knives Out,2025,"Comedy, lighthearted | family",141,78,"Really marvellous film, highly recommend giving it a watch."
666,35-49,Standard,Hot Fuzz,2025,"Comedy, lighthearted | family",136,95,"Really cracking film, highly recommend giving it a watch."
474,25-34,Standard,My Octopus Teacher,2017,"Documentary| real-world, informative",87,59,"It was alright, nothing special."
1156,35-49,Premium,A Quiet Place,2022,"Horror; terrifying, suspense",96,71,"Not genuinely scary at all, bits of it were just rubbish"
2043,35-49,Standard,Toy Story,2019,"Animation, kids, family ",97,89,Thought it was fantastic overall.
1853,35-49,Standard,Toy Story,2019,"Animation, kids, family ",96,60,"It was alright, nothing special."
461,35-49,Basic,Jiro Dreams of Sushi,2015,"Documentary| real-world, informative",91,80,Thought it was brilliant overall.
1741,25-34,Basic,Alien,2017,"Horror; terrifying, suspense",121,86,Properly chilling jumping out of my seat.
1850,25-34,Standard,Terminator 2,2024,Action| Thriller; explosion-heavy,126,91,Absolutely smashing performance from the lead.
35,18-24,Basic,La La Land,2022,Romance; romantic-comedy|,80,42,"It was alright, nothing special."
1520,25-34,Standard,Arrival,2019,"SciFi| futuristic, space ",60,57,"It was alright, nothing special."
1760,18-24,Premium,The Matrix,2021,"SciFi| futuristic, space ",141,92,"Really fantastic film, highly recommend giving it a watch."
1313,50+,Standard,The Shawshank Redemption,2018,"Drama ; emotional, critically-acclaimed",103,57,Fairly average film.
561,25-34,Premium,Avatar,2015,"SciFi| futuristic, space ",122,35,Honestly quite rubbish and a bit of a let-down.
409,35-49,Premium,The Social Network,2017,"Drama ; emotional, critically-acclaimed",118,76,"Really smashing film, highly recommend giving it a watch."
